"Numéro *";"Date de la facture *";"Numéro du devis";"Nom du projet";"Rue du client";"Code postal du client";"Ville du client";"Responsable commercial";"Montant HT *";"Montant TTC *";"Montant TTC du *";"Montant taxe 20.00000%";"Montant taxe 10.00000%";"Montant taxe 5.50000%";"Montant taxe 0.00000%"
220929-Greendot-Part--DLEI230-4023;29/09/2022;Greendot-Part--DLEI230;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;12.98;15.58;"Non payé";2.60;;;
220927-DU-DU-DU-4022;27/09/2022;CDE-DU-20-09-2022-ZSEK227;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";2936.3;3523.56;"Non payé";587.26;;;
220927-BDC-QVXO234-2022-234-4021;27/09/2022;BDC-QVXO234-2022-234;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1267.50;1521.00;"Non payé";253.50;;;
20220926-DERTEGA-4020;26/09/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1200.00;"payé le 30/09/2022";253.50;;;
20220926-TNDSJSH-4019;26/09/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;872.17;"payé le 30/09/2022";253.50;;;
220922-PQBKXQSXA-4018;22/09/2022;PQBKXQSXA;Greendot;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";796.20;955.44;"Non payé";159.24;;;
220921-Cde-Manuelle-EZFV223-4017;21/09/2022;Cde-Manuelle-EZFV223;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1095.30;1314.36;"Non payé";219.06;;;
220920-cde-du-15-09-2022-PROZ224-4016;20/09/2022;cde-du-15-09-2022-PROZ224;;"64 rue Robert Parfait";62840;Laventie;"Hauts de Chanvre";686.40;823.68;"Non payé";137.28;;;
220920-CDE-DU-07-09-2022-PADZ219-4015;20/09/2022;CDE-DU-07-09-2022-PADZ219;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";1360.80;1360.80;"Non payé";;;;0.00
220919-CDE-22-09-01-TMOW196-4014;19/09/2022;CDE-22-09-01-TMOW196;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";15226.40;17906.24;"Non payé";2984.37;;;
220916-cde-du-14-09-2022-IQDN218-4013;16/09/2022;cde-du-14-09-2022-IQDN218;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;371.50;445.80;"Non payé";74.30;;;
220916-DU-DU-DU-DU-ICFB210-4012;16/09/2022;BDC-ICFB210-2022-210;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";4358.8;5230.56;"Non payé";871.76;;;
220915-CDE-DU-13-09-2022-BHVD217-4011;15/09/2022;CDE-DU-13-09-2022-BHVD217;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1133.50;1360.20;"Non payé";226.70;;;
220914-Order20-UZIO213-4010;14/09/2022;Order20-UZIO213;;"HELSTSTRAAT 150-159 CP 26";2630;AARTSELAAR;"Bello Mondo";208.71;208.71;"Non payé";;;;0.00
220913-CDE-DU-02-09-2022-JDOB216-4009;13/09/2022;CDE-DU-02-09-2022-JDOB216;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";1910.36;2292.43;"Non payé";382.07;;;
220912-CDE-DU-08-09-2022-APAK207-4008;12/09/2022;CDE-DU-08-09-2022-APAK207;;"126 RUE LEO BAEKELAND";85290;"MORTAGNE SUR SEVRE";"CI-KLOP HOLDING";484.00;580.80;"Non payé";96.80;;;
220912-BDC-KGUJ209-2022-209-4007;12/09/2022;BDC-KGUJ209-2022-209;;"rue de Robiano 3";7130;BINCHE;"Robot Clope";1074.00;1074.00;"Non payé";;;;0.00
220909-HIOPUSRRD-4006;09/09/2022;HIOPUSRRD;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";117.09;138.69;"payé le 09/09/2022";21.60;;;
220909-BDC-OPAO206-2022-206-4005;09/09/2022;BDC-OPAO206-2022-206;;"36 Route de Touvent";24580;"Rouffignac st cernin de reilhac";"Peintures tendances / vapote-market";182.72;219.26;"Non payé";36.54;;;
220909-cde-du-07-09-2022-TLSF202-4004;09/09/2022;cde-du-07-09-2022-TLSF202;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;623.10;747.72;"Non payé";124.62;;;
220908-Commande-60-OFMX191-4003;08/09/2022;Commande-60-OFMX191;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";5105.51;6126.61;"Non payé";1021.10;;;
220907-E22-0145-TTDW203-4002;07/09/2022;E22-0145-TTDW203;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";237.60;237.60;"Non payé";;;;0.00
220907-BDC-GVLJ170-2022-170-4001;07/09/2022;BDC-GVLJ170-2022-170;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";2473.20;2473.20;"Non payé";;;;0.00
220906-CDE-DU-05-09-2022-MZTK199-4000;06/09/2022;CDE-DU-05-09-2022-MZTK199;;"46 RUE GARIBALDI";76300;"SOTTEVILLE LES ROUEN";"Elec clope";345.90;415.08;"Non payé";69.18;;;
220906-BDC-KVPJ198-2022-198-3999;06/09/2022;BDC-KVPJ198-2022-198;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;21.00;25.20;"Non payé";4.20;;;
220905-BDC-NHTK195-2022-195-3998;05/09/2022;BDC-NHTK195-2022-195;;"10F Rue de la Retardais";35000;Rennes;"Culture Vap - Beyond the vapes";472.00;566.40;"Non payé";94.40;;;
220902-FYILBKGPM-3997;02/09/2022;FYILBKGPM;"Aeroma prostore";;;;"Ovelacque Anita";83.28;98.28;"payé le 02/09/2022";15.00;;;
220902-CDE-DU-31-08-2022-OWGT194-3996;02/09/2022;CDE-DU-31-08-2022-OWGT194;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;789.20;947.04;"Non payé";157.84;;;
220902-du-3995;02/09/2022;commande-du-29-08-2022-OROP192;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";1173.4;1408.08;"Non payé";234.68;;;
20220831-GOGKVSZ-3994;31/08/2022;;;"1 bis rue du Metz";59800;Lille;"L'Effet Domino";;464.00;"Non payé";234.68;;;
20220831-TRIASTC-3993;31/08/2022;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;367.60;"Non payé";234.68;;;
20220831-OKLSFWJ-3992;31/08/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1073.15;"payé le 02/09/2022";234.68;;;
20220831-UPFERIE-3991;31/08/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1066.24;"payé le 02/09/2022";234.68;;;
220831-CDE-DU-22-08-2022-VMWI190-3990;31/08/2022;CDE-DU-22-08-2022-VMWI190;;"10F Rue de la Retardais";35000;Rennes;"Culture Vap - Beyond the vapes";11042.35;13250.82;"Non payé";2208.47;;;
220831-CDE-GREENDOT--TZXY193-3989;31/08/2022;CDE-GREENDOT--TZXY193;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;114.18;137.02;"Non payé";22.84;;;
220831-Cde-du-23-08-2022-NABY187-3988;31/08/2022;Cde-du-23-08-2022-NABY187;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";1110.00;1332.00;"Non payé";222.00;;;
220829-CDE--DU-23-08-2022-VCUN189-3987;29/08/2022;CDE--DU-23-08-2022-VCUN189;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1471.50;1765.80;"Non payé";294.30;;;
220829-BDC-HGMP164-2022-164-3986;29/08/2022;BDC-HGMP164-2022-164;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";973.44;1168.13;"Non payé";194.69;;;
220829-TWNH186-LOJX185-3985;29/08/2022;BDC-LOJX185-2022-185;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";3947.6;4737.12;"Non payé";789.52;;;
220829-BDC-MADL184-2022-184-3984;29/08/2022;BDC-MADL184-2022-184;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";1065.87;1279.04;"Non payé";213.17;;;
220823-Cde-urgente-du-23-08-2022-XEVK188-3983;23/08/2022;Cde-urgente-du-23-08-2022-XEVK188;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;48.00;57.60;"Non payé";9.60;;;
220823-BDC-GVLJ170-2022-170-3982;23/08/2022;BDC-GVLJ170-2022-170;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";4109.40;4109.40;"Non payé";;;;0.00
220822-BDC-UZQF183-2022-183-3981;22/08/2022;BDC-UZQF183-2022-183;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;753.10;903.72;"Non payé";150.62;;;
220818-BDC-DUVW171-2022-171-3980;18/08/2022;BDC-DUVW171-2022-171;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;13.60;16.32;"Non payé";2.72;;;
220818-BDC-DUVW171-2022-171-3979;18/08/2022;BDC-DUVW171-2022-171;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1571.15;1885.38;"Non payé";314.23;;;
220818-JBEZ181-GANM180-EVDF175-DU-DU-3978;18/08/2022;CDE-DU-04-08-2022-TKMN172;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";2711;3253.2;"Non payé";542.2;;;
220817-BDC-ARSW178-2022-178-3977;17/08/2022;BDC-ARSW178-2022-178;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";1156.00;1387.20;"Non payé";231.20;;;
220817-BDC-PQEQ162-2022-162-3976;17/08/2022;BDC-PQEQ162-2022-162;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";15988.00;18801.89;"Non payé";3133.65;;;
220812-BDC-HDKB182-2022-182-3975;12/08/2022;BDC-HDKB182-2022-182;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1957.50;2349.00;"Non payé";391.50;;;
220810-commande-SAS-Gile-N-24-KLCR167-3974;10/08/2022;commande-SAS-Gile-N-24-KLCR167;;"57 MONTEE DE SAINT-MENET Zone Industrielle Delta";13011;Marseille;"SAS Gile";530.10;636.12;"Non payé";106.02;;;
220810-BDC-MUKD174-2022-174-3973;10/08/2022;BDC-MUKD174-2022-174;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";88.50;106.20;"Non payé";17.70;;;
220808-BDC-CNZO176-2022-176-3972;08/08/2022;BDC-CNZO176-2022-176;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;48.00;57.60;"Non payé";9.60;;;
20220805-ENWLRXW-3971;05/08/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;128.41;"payé le 19/08/2022";9.60;;;
220803-BDC-OTDZ169-2022-169-3970;03/08/2022;BDC-OTDZ169-2022-169;;"17 Rue de la République";28230;Gas;"Cigair Distribution";133.29;159.95;"Non payé";26.66;;;
220803-BDC-AGQU160-2022-160-3969;03/08/2022;BDC-AGQU160-2022-160;;"RUE du Gravier 23";4032;Chênée;"LE VAPOTEUR";2000.00;2000.00;"Non payé";;;;0.00
220803-BDC-EZGJ168-2022-168-3968;03/08/2022;BDC-EZGJ168-2022-168;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;127.00;152.40;"Non payé";25.40;;;
20220802-SHTURRP-3967;02/08/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1200.00;"payé le 19/08/2022";25.40;;;
220802-BDC-YLYW124-2022-124-3966;02/08/2022;BDC-YLYW124-2022-124;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";3715.84;4459.01;"Non payé";743.17;;;
20220801-MXUOHWC-3965;01/08/2022;;;"1 bis rue du Metz";59800;Lille;"L'Effet Domino";;464.00;"Non payé";743.17;;;
20220801-RCFBUMN-3964;01/08/2022;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;367.60;"Non payé";743.17;;;
20220801-IPUGNGS-3963;01/08/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;458.44;"payé le 19/08/2022";743.17;;;
20220801-OEBXMPC-3962;01/08/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1073.15;"payé le 19/08/2022";743.17;;;
220801-BDC-ZCFC166-2022-166-3961;01/08/2022;BDC-ZCFC166-2022-166;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1630.50;1956.60;"Non payé";326.10;;;
20220728-OTUVYNY-3960;28/07/2022;;;"5 CHEMIN DE MESSINES";59350;"SAINT ANDRE LEZ LILLE";DBS;;2540.21;"payé le 29/07/2022";326.10;;;
220728-BDC-ANDV117-2022-117-3959;28/07/2022;BDC-ANDV117-2022-117;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";18343.80;18343.80;"Non payé";;;;0.00
220721-WJFYUWXCS-3958;21/07/2022;WJFYUWXCS;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";117.09;138.69;"payé le 21/07/2022";21.60;;;
20220727-BCIKPUX-3957;27/07/2022;;;"1 bis rue du Metz";59800;Lille;"L'Effet Domino";;464.00;"Non payé";21.60;;;
20220727-JJSRNEE-3956;27/07/2022;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;367.60;"Non payé";21.60;;;
20220727-RVQNHAQ-3955;27/07/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;2760.28;"payé le 01/08/2022";21.60;;;
20220727-ZSZIPAT-3954;27/07/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1073.15;"payé le 01/08/2022";21.60;;;
220727-BDC-MYGV163-2022-163-3953;27/07/2022;BDC-MYGV163-2022-163;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";2158.00;2589.60;"Non payé";431.60;;;
20220726-MKXWHFM-3952;26/07/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;896.84;"payé le 02/08/2022";431.60;;;
220726-BDC-KGQM161-2022-161-3951;26/07/2022;BDC-KGQM161-2022-161;;"HELSTSTRAAT 150-159 CP 26";2630;AARTSELAAR;"Bello Mondo";352.00;352.00;"Non payé";;;;0.00
220721-BDC-YLYW124-2022-124-3950;21/07/2022;BDC-YLYW124-2022-124;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";952.00;1142.40;"Non payé";190.40;;;
220721-AKNX158-EQUE157-3949;21/07/2022;BDC-EQUE157-2022-157;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";1938.6;2326.32;"Non payé";387.72;;;
220718-BDC-QAUG156-2022-156-3948;18/07/2022;BDC-QAUG156-2022-156;;"163 PLACE JEAN JAURES";62110;"HENIN BEAUMONT";"SAS ALTERNACIG";1336.00;1603.20;"Non payé";267.20;;;
220715-BDC-YFUL155-2022-155-3947;15/07/2022;BDC-YFUL155-2022-155;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;388.30;465.96;"Non payé";77.66;;;
"220713-CDE 22-06-02-LARX125-3946";13/07/2022;"CDE 22-06-02-LARX125";;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";5448.00;6406.85;"Non payé";1067.81;;;
220713-BDC-JTSX123-2022-123-3945;13/07/2022;BDC-JTSX123-2022-123;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;115.50;138.60;"Non payé";23.10;;;
220713-BDC-AHRF116-2022-116-3944;13/07/2022;BDC-AHRF116-2022-116;;"Rue des croisettes 2";7850;Enghien;"AFDG SPRL";1009.00;1009.00;"Non payé";;;;0.00
220712-DXNX122-BCKE121-ANXB120-DQPY119-ZLYD118-3943;12/07/2022;BDC-ZLYD118-2022-118;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";4520;5424;"Non payé";904;;;
220712-BDC-GHQJ114-2022-114-3942;12/07/2022;BDC-GHQJ114-2022-114;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";2071.50;2485.80;"Non payé";414.30;;;
220711-BDC-QJBT115-2022-115-3941;11/07/2022;BDC-QJBT115-2022-115;;"Calao 4P, 2 Rue Coysevox , Bureau 3";69001;Lyon;"CALAO 4P";139.08;166.90;"Non payé";27.82;;;
220708-BDC-KXQI113-2022-113-3940;08/07/2022;BDC-KXQI113-2022-113;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;462.00;554.40;"Non payé";92.40;;;
220707-YZXN112-AJUK103-TOEH99-CXYS98-HWTG97-3939;07/07/2022;BDC-HWTG97-2022-97;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";5953.7;7144.44;"Non payé";1190.74;;;
220707-BDC-ZSSD109-2022-109-3938;07/07/2022;BDC-ZSSD109-2022-109;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;623.10;747.72;"Non payé";124.62;;;
220707-BDC-LIXX107-2022-107-3937;07/07/2022;BDC-LIXX107-2022-107;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;875.50;1050.60;"Non payé";175.10;;;
220707-BDC-WYYS111-2022-111-3936;07/07/2022;BDC-WYYS111-2022-111;;"8 AVENUE NATIONALE La Neuvillette";51100;REIMS;Distrivape;1800.00;2160.00;"Non payé";360.00;;;
220706-BDC-UHBE110-2022-110-3935;06/07/2022;BDC-UHBE110-2022-110;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";439.21;527.05;"Non payé";87.84;;;
220705-BDC-LOKR68-2022-68-3934;05/07/2022;BDC-LOKR68-2022-68;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";12711.60;12711.60;"Non payé";;;;0.00
220705-BDC-BGMO108-2022-108-3933;05/07/2022;BDC-BGMO108-2022-108;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;196.80;236.16;"Non payé";39.36;;;
220705-BDC-NGDS106-2022-106-3932;05/07/2022;BDC-NGDS106-2022-106;;"46 RUE GARIBALDI";76300;"SOTTEVILLE LES ROUEN";"Elec clope";326.92;392.30;"Non payé";65.38;;;
220705-BDC-HPWX105-2022-105-3931;05/07/2022;BDC-HPWX105-2022-105;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";140.40;168.48;"Non payé";28.08;;;
220701-BDC-ETYH104-2022-104-3930;01/07/2022;BDC-ETYH104-2022-104;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";1353.76;1624.51;"Non payé";270.75;;;
220701-BDC-HHSH101-2022-101-3929;01/07/2022;BDC-HHSH101-2022-101;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1815.32;2178.38;"Non payé";363.06;;;
220701-BDC-HPFT90-2022-90-3928;01/07/2022;BDC-HPFT90-2022-90;;"rue de Robiano 3";7130;BINCHE;"Robot Clope";972.00;972.00;"Non payé";;;;0.00
220630-BDC-SKWH100-2022-100-3927;30/06/2022;BDC-SKWH100-2022-100;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1761.00;2113.20;"Non payé";352.20;;;
220629-MWLLTWJAH-3926;29/06/2022;MWLLTWJAH;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";117.09;138.69;"payé le 29/06/2022";21.60;;;
220629-BDC-WXMO96-2022-96-3925;29/06/2022;BDC-WXMO96-2022-96;;"HELSTSTRAAT 150-159 CP 26";2630;AARTSELAAR;"Bello Mondo";263.71;316.45;"Non payé";52.74;;;
220628-BBUYDIBTC-3924;28/06/2022;BBUYDIBTC;Greendot;"163 PLACE JEAN JAURES";62110;"HENIN BEAUMONT";"SAS ALTERNACIG";686.40;823.68;"Non payé";137.28;;;
220628-BDC-NOYR93-2022-93-3923;28/06/2022;BDC-NOYR93-2022-93;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";259.08;310.90;"Non payé";51.82;;;
220627-BDC-CEHM95-2022-95-3922;27/06/2022;BDC-CEHM95-2022-95;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;2504.70;3005.64;"Non payé";500.94;;;
220627-BDC-ULHT94-2022-94-3921;27/06/2022;BDC-ULHT94-2022-94;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";1238.82;1486.58;"Non payé";247.76;;;
220624-BDC-YYPH92-2022-92-3920;24/06/2022;BDC-YYPH92-2022-92;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";2302.31;2762.77;"Non payé";460.46;;;
220624-BDC-NMRQ70-2022-70-3919;24/06/2022;BDC-NMRQ70-2022-70;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";20800.00;24460.80;"Non payé";4076.80;;;
220622-BDC-KJHM-2022-84-3918;22/06/2022;BDC-KJHM-2022-84;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;188.90;226.68;"Non payé";37.78;;;
220621-VOOARTRDJ-3917;21/06/2022;VOOARTRDJ;Greendot;_;_;_;"GFC PROVAP";822.25;986.70;"Non payé";164.45;;;
220620-BDC-LOYK82-2022-82-3916;20/06/2022;BDC-LOYK82-2022-82;;"57 MONTEE DE SAINT-MENET Zone Industrielle Delta";13011;Marseille;"SAS Gile";1257.80;1509.36;"Non payé";251.56;;;
220620-BDC-GSEH87-2022-87-3915;20/06/2022;BDC-GSEH87-2022-87;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;34.86;41.83;"Non payé";6.97;;;
220620-BDC-BFSB80-2022-80-3914;20/06/2022;BDC-BFSB80-2022-80;;"10F Rue de la Retardais";35000;Rennes;"Culture Vap - Beyond the vapes";7497.55;8997.06;"Non payé";1499.51;;;
220617-BDC-NLRL88-2022-88-3913;17/06/2022;BDC-NLRL88-2022-88;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;711.00;853.20;"Non payé";142.20;;;
220616-BDC-QNXV79-2022-79-3912;16/06/2022;BDC-QNXV79-2022-79;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";2157.50;2589.00;"Non payé";431.50;;;
220616-BDC-RZUM86-2022-86-3911;16/06/2022;BDC-RZUM86-2022-86;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;524.00;628.80;"Non payé";104.80;;;
220615-BDC-XVJP73-2022-73-3910;15/06/2022;BDC-XVJP73-2022-73;;"126 RUE LEO BAEKELAND";85290;"MORTAGNE SUR SEVRE";"CI-KLOP HOLDING";551.00;661.20;"Non payé";110.20;;;
220614-BDC-BEXY71-2022-71-3909;14/06/2022;BDC-BEXY71-2022-71;;"46 RUE GARIBALDI";76300;"SOTTEVILLE LES ROUEN";"Elec clope";180.20;216.24;"Non payé";36.04;;;
220613-BDC-QZEG78-2022-78-3908;13/06/2022;BDC-QZEG78-2022-78;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";612.00;734.40;"Non payé";122.40;;;
220613-BDC-USDW77-2022-77-3907;13/06/2022;BDC-USDW77-2022-77;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";178.20;213.84;"Non payé";35.64;;;
220613-BDC-YFAI74-2022-74-3906;13/06/2022;BDC-YFAI74-2022-74;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;29.50;35.40;"Non payé";5.90;;;
220609-EHBB76-VVRS56-IEAT61-FDVM63-OKCO62-CYTT55-HLRU57-3905;09/06/2022;BDC-HLRU57-2022-57;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";4761.7;5714.04;"Non payé";952.34;;;
220609-BDC-EAVT72-2022-72-3904;09/06/2022;BDC-EAVT72-2022-72;;"29 rue Marboeuf";75008;Paris;AO-MA;165.89;197.25;"Non payé";31.36;;;
220607-BDC-NSCX64-2022-64-3903;07/06/2022;BDC-NSCX64-2022-64;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;881.57;1053.15;"Non payé";171.58;;;
220607-BDC-NSCX64-2022-64-3902;07/06/2022;BDC-NSCX64-2022-64;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;538.67;641.67;"Non payé";103.00;;;
220607-BDC-QEJX69-2022-69-3901;07/06/2022;BDC-QEJX69-2022-69;;"Calao 4P, 2 Rue Coysevox , Bureau 3";69001;Lyon;"CALAO 4P";106.08;125.64;"Non payé";19.56;;;
220602-BDC-FTBP54-2022-54-3900;02/06/2022;BDC-FTBP54-2022-54;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";2123.00;2547.60;"Non payé";424.60;;;
220602-BDC-WHNM53-2022-53-3899;02/06/2022;BDC-WHNM53-2022-53;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1421.70;1706.04;"Non payé";284.34;;;
220601-BDC-MLCI58-2022-58-3898;01/06/2022;BDC-MLCI58-2022-58;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";12130.50;14556.60;"Non payé";2426.10;;;
220531-EWIAMJMNE-3897;31/05/2022;EWIAMJMNE;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";86.28;101.88;"payé le 31/05/2022";15.60;;;
220531-BDC-UVUS59-2022-59-3896;31/05/2022;BDC-UVUS59-2022-59;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";485.10;582.12;"Non payé";97.02;;;
220531-BDC-DBXJ52-2022-52-3895;31/05/2022;BDC-DBXJ52-2022-52;;"14 rue du 74e régiment d'infanterie";76100;Rouen;"EURL BENARD LEROY";566.80;680.16;"Non payé";113.36;;;
220519-TJQISIWLI-0031;19/05/2022;TJQISIWLI;Greendot;_;_;_;"GFC PROVAP";945.55;1134.66;"Non payé";189.11;;;
220524-BDC-YQSW50-2022-50-0030;24/05/2022;BDC-YQSW50-2022-50;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;18.00;21.60;"Non payé";3.60;;;
220520-LEKYCHRWK-0029;20/05/2022;LEKYCHRWK;"Aeroma prostore";;;;"FA INVEST sprl";165.09;165.09;"payé le 20/05/2022";;;;31.20
220419-PDAA44-BLEN43-JPQP42-MSCE41-WHTP40-AUUN39-0029;04/04/2022;;;;;;;271.62;318.06;"Non payé";46.44;;;
220419-PDAA44-BLEN43-JPQP42-MSCE41-WHTP40-AUUN39-0028;04/04/2022;;;;;;;3441.72;4122.18;"Non payé";680.46;;;
220425-SBWWFOMQN-0027;25/04/2022;SBWWFOMQN;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";117.09;138.69;"payé le 25/04/2022";21.60;;;
220401-BVRCYSYWO-0026;01/04/2022;BVRCYSYWO;Greendot;"163 PLACE JEAN JAURES";62110;"HENIN BEAUMONT";"SAS ALTERNACIG";933.75;1120.50;"Non payé";186.75;;;
220322-HORZJKLWO-0025;22/03/2022;HORZJKLWO;"Aeroma prostore";"36 Route de Touvent";24580;"Rouffignac st cernin de reilhac";"Peintures tendances / vapote-market";144.00;172.80;"payé le 22/03/2022";28.80;;;
220307-IKYXIRDWH-0022;07/03/2022;IKYXIRDWH;"Aeroma prostore";"36 Route de Touvent";24580;"Rouffignac st cernin de reilhac";"Peintures tendances / vapote-market";231.27;274.41;"payé le 07/03/2022";43.14;;;
220306-ZLXHBATUS-0021;06/03/2022;ZLXHBATUS;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";136.59;162.09;"payé le 06/03/2022";25.50;;;
